InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
    5910000       0.047876  7.247725e-06        84.608200         0.171383        84.515790         0.149188  0.52  0.21879
    5920000       0.047525  6.504048e-06        84.298547         0.161088        84.330828         0.147958  0.54  0.21442
    5930000       0.047174  7.384364e-06        84.462556         0.151364        84.372016         0.146733  0.46  0.22624
    5940000       0.046826  7.384872e-06        84.564283         0.169490        84.430660         0.145740  0.38  0.22264
    5950000       0.046482  7.394282e-06        84.430581         0.198652        84.400204         0.144811  0.45  0.22664
    5960000       0.046141  7.344099e-06        84.646715         0.300723        84.443775         0.143783  0.46  0.22624
    5970000       0.045801  7.520373e-06        84.582365         0.225396        84.435483         0.142549  0.44  0.22680
    5980000       0.045465  7.495394e-06        84.502307         0.166209        84.385932         0.141642  0.38  0.22264
    5990000       0.045131  7.318796e-06        84.463541         0.169300        84.409876         0.140558  0.50  0.22222
    6000000       0.044798  7.140928e-06        84.550054         0.185804        84.466176         0.139242  0.38  0.22264
    6010000       0.044468  7.403678e-06        84.442400         0.135644        84.403585         0.138477  0.42  0.22639
    6020000       0.044141  7.175532e-06        84.577489         0.204179        84.441239         0.137467  0.45  0.22664
    6030000       0.043818  7.294954e-06        84.589582         0.156543        84.480216         0.136616  0.39  0.22394
    6040000       0.043498  7.391764e-06        84.402882         0.095785        84.391100         0.135754  0.36  0.21930
    6050000       0.043181  7.420926e-06        84.638102         0.182619        84.491822         0.134813  0.43  0.22671
    6060000       0.042866  6.665801e-06        84.427336         0.174289        84.341771         0.133855  0.44  0.22680
    6070000       0.042553  6.972324e-06        84.539322         0.206026        84.366788         0.132794  0.45  0.22664
    6080000       0.042243  7.425141e-06        84.445844         0.166775        84.341384         0.131940  0.41  0.22582
    6090000       0.041934  7.432072e-06        84.439690         0.234786        84.322748         0.131028  0.45  0.22664
    6100000       0.041628  7.399863e-06        84.300348         0.130090        84.318088         0.129929  0.50  0.22222
    6110000       0.041324  7.452952e-06        84.441100         0.167674        84.334000         0.129001  0.49  0.22358
    6120000       0.041022  7.310195e-06        84.297283         0.149453        84.273387         0.128029  0.43  0.22671
    6130000       0.040722  7.354934e-06        84.427334         0.196155        84.272916         0.127162  0.49  0.22358
    6140000       0.040426  7.414788e-06        84.390955         0.193122        84.277506         0.126245  0.49  0.22358
    6150000       0.040131  7.137542e-06        84.411900         0.182232        84.275596         0.125303  0.37  0.22109
    6160000       0.039838  7.437003e-06        84.353172         0.126700        84.314509         0.124437  0.39  0.22394
    6170000       0.039548  7.442349e-06        84.274321         0.119750        84.277808         0.123499  0.38  0.22264
    6180000       0.039259  7.477430e-06        84.372796         0.130647        84.316003         0.122333  0.33  0.21247
    6190000       0.038971  7.433356e-06        84.355778         0.175263        84.221370         0.121454  0.45  0.22664
    6200000       0.038684  7.499040e-06        84.429681         0.133205        84.347355         0.120312  0.49  0.22358
    6210000       0.038399  7.327266e-06        84.389518         0.131287        84.328536         0.119461  0.34  0.21499
    6220000       0.038116  7.275489e-06        84.425560         0.185291        84.283156         0.118862  0.37  0.22109
    6230000       0.037838  7.238540e-06        84.336901         0.196824        84.269853         0.118195  0.47  0.22559
    6240000       0.037562  7.418448e-06        84.275826         0.186219        84.213255         0.117383  0.47  0.22559
    6250000       0.037289  7.429902e-06        84.366259         0.118856        84.309773         0.116524  0.57  0.20616
    6260000       0.037017  7.462380e-06        84.367837         0.156662        84.318446         0.115494  0.40  0.22500
    6270000       0.036747  7.378998e-06        84.251800         0.134547        84.231874         0.114754  0.54  0.21442
    6280000       0.036480  7.230619e-06        84.280857         0.184755        84.170597         0.114075  0.33  0.21247
    6290000       0.036215  7.296349e-06        84.235043         0.112944        84.194868         0.113388  0.51  0.22062
    6300000       0.035954  7.303870e-06        84.321360         0.221849        84.205369         0.112661  0.35  0.21726
    6310000       0.035694  7.366996e-06        84.262577         0.079460        84.221374         0.111854  0.48  0.22471
    6320000       0.035437  7.351387e-06        84.305013         0.095604        84.263053         0.111129  0.52  0.21879
    6330000       0.035182  7.330887e-06        84.277530         0.175524        84.239842         0.110286  0.47  0.22559
    6340000       0.034928  7.116388e-06        84.279033         0.175483        84.216073         0.109420  0.40  0.22500
    6350000       0.034675  7.319669e-06        84.257645         0.160466        84.173211         0.108576  0.54  0.21442
    6360000       0.034424  7.371076e-06        84.342187         0.143993        84.253043         0.107715  0.40  0.22500
    6370000       0.034175  7.355980e-06        84.249776         0.080412        84.218984         0.106972  0.48  0.22471
    6380000       0.033928  7.346152e-06        84.265084         0.116037        84.230868         0.106280  0.44  0.22680
    6390000       0.033683  7.373296e-06        84.302533         0.130576        84.233715         0.105473  0.44  0.22680
    6400000       0.033439  7.090101e-06        84.268026         0.155013        84.167512         0.104642  0.47  0.22559
    6410000       0.033198  7.368799e-06        84.271107         0.119353        84.191815         0.104025  0.51  0.22062
    6420000       0.032959  7.318250e-06        84.242700         0.126662        84.153341         0.103441  0.51  0.22062
    6430000       0.032722  6.934105e-06        84.248591         0.097305        84.202532         0.102707  0.45  0.22664
    6440000       0.032487  7.251988e-06        84.232842         0.126497        84.171466         0.101868  0.48  0.22471
    6450000       0.032254  6.583612e-06        84.110553         0.113423        84.116048         0.101217  0.40  0.22500
    6460000       0.032021  7.364451e-06        84.203060         0.158828        84.130980         0.100310  0.53  0.21672
    6470000       0.031790  7.240456e-06        84.178570         0.088937        84.173904         0.099735  0.49  0.22358
    6480000       0.031561  7.335670e-06        84.214559         0.120280        84.175227         0.099058  0.54  0.21442
    6490000       0.031335  7.062189e-06        84.172730         0.124466        84.124374         0.098414  0.30  0.20346
    6500000       0.031110  7.292145e-06        84.151354         0.147807        84.152643         0.097815  0.45  0.22664
    6510000       0.030889  7.006680e-06        84.153277         0.133754        84.128027         0.097344  0.46  0.22624
    6520000       0.030669  7.249733e-06        84.185493         0.127146        84.093299         0.096614  0.48  0.22471
    6530000       0.030451  7.252818e-06        84.149399         0.103545        84.127178         0.095913  0.42  0.22639
    6540000       0.030235  7.242669e-06        84.166227         0.116649        84.107845         0.095298  0.49  0.22358
    6550000       0.030020  7.137275e-06        84.243626         0.176546        84.116197         0.094634  0.51  0.22062
    6560000       0.029806  7.246373e-06        84.161297         0.163168        84.113305         0.093934  0.40  0.22500
    6570000       0.029594  7.089693e-06        84.208228         0.111917        84.133495         0.093151  0.38  0.22264
    6580000       0.029384  7.238967e-06        84.056455         0.082178        84.076219         0.092632  0.43  0.22671
    6590000       0.029175  7.243841e-06        84.156530         0.091447        84.111002         0.091954  0.43  0.22671
    6600000       0.028969  6.978988e-06        84.187068         0.141098        84.091488         0.091415  0.41  0.22582
    6610000       0.028764  7.195057e-06        84.115726         0.088215        84.090195         0.090788  0.43  0.22671
    6620000       0.028561  6.913732e-06        84.076633         0.131825        84.085562         0.090055  0.48  0.22471
    6630000       0.028359  7.040423e-06        84.096585         0.104264        84.077984         0.089407  0.39  0.22394
    6640000       0.028157  7.199187e-06        84.061737         0.073212        84.068333         0.088771  0.50  0.22222
    6650000       0.027958  7.244131e-06        84.238043         0.131579        84.140698         0.088116  0.53  0.21672
    6660000       0.027759  7.047624e-06        84.117983         0.075161        84.080059         0.087486  0.49  0.22358
    6670000       0.027562  7.239481e-06        84.151825         0.091048        84.140063         0.086815  0.55  0.21189
    6680000       0.027366  7.246208e-06        84.090923         0.089304        84.067567         0.086222  0.56  0.20914
    6690000       0.027171  7.236250e-06        84.142788         0.088537        84.084329         0.085658  0.56  0.20914
    6700000       0.026979  7.226755e-06        84.065029         0.118715        84.085222         0.085100  0.39  0.22394
    6710000       0.026788  7.174061e-06        84.121138         0.123398        84.083085         0.084443  0.39  0.22394
    6720000       0.026598  7.211859e-06        84.108210         0.126882        84.091955         0.083888  0.37  0.22109
    6730000       0.026410  7.193923e-06        84.048325         0.074647        84.092759         0.083412  0.38  0.22264
    6740000       0.026225  6.308011e-06        84.148976         0.112669        84.072640         0.082940  0.54  0.21442
    6750000       0.026040  7.159574e-06        84.108520         0.108091        84.053331         0.082326  0.54  0.21442
    6760000       0.025857  6.856738e-06        84.113547         0.087605        84.096046         0.081754  0.36  0.21930
    6770000       0.025676  7.056094e-06        84.190169         0.129147        84.109973         0.081134  0.46  0.22624
    6780000       0.025495  6.416851e-06        84.129854         0.093961        84.071945         0.080628  0.45  0.22664
    6790000       0.025317  7.021104e-06        84.122058         0.084186        84.061255         0.080081  0.47  0.22559
    6800000       0.025139  7.062106e-06        83.994103         0.093264        84.026329         0.079570  0.41  0.22582
    6810000       0.024963  7.069901e-06        84.091769         0.092321        84.052765         0.078941  0.45  0.22664
    6820000       0.024788  6.633998e-06        84.069625         0.092207        84.024271         0.078376  0.55  0.21189
    6830000       0.024613  7.189781e-06        84.043602         0.082032        84.019550         0.077751  0.53  0.21672
    6840000       0.024440  7.106544e-06        84.086847         0.154317        84.008542         0.077286  0.40  0.22500
    6850000       0.024269  6.516911e-06        84.107104         0.127268        84.057297         0.076823  0.51  0.22062
    6860000       0.024099  6.982437e-06        84.134772         0.151196        84.048336         0.076242  0.50  0.22222
    6870000       0.023930  7.122648e-06        84.048590         0.051438        84.050299         0.075784  0.49  0.22358
    6880000       0.023763  6.503536e-06        83.993426         0.069708        83.986402         0.075205  0.47  0.22559
    6890000       0.023596  7.072229e-06        84.084818         0.075330        84.033089         0.074650  0.58  0.20296
    6900000       0.023431  7.052541e-06        84.045165         0.064275        84.012172         0.074156  0.49  0.22358
    6910000       0.023267  6.978639e-06        84.049128         0.105373        83.982400         0.073794  0.52  0.21879
    6920000       0.023105  6.965537e-06        84.120684         0.112716        84.037398         0.073281  0.47  0.22559
    6930000       0.022944  7.059010e-06        84.099281         0.137536        83.988858         0.072749  0.45  0.22664
    6940000       0.022784  6.959016e-06        84.031204         0.066459        83.996300         0.072285  0.52  0.21879
    6950000       0.022626  7.030849e-06        84.055743         0.107375        84.017947         0.071805  0.48  0.22471
    6960000       0.022469  6.699226e-06        84.017111         0.074903        84.003924         0.071339  0.63  0.18381
    6970000       0.022313  6.958616e-06        84.049239         0.083406        84.033327         0.070836  0.44  0.22680
    6980000       0.022158  6.993712e-06        84.067654         0.106063        84.008753         0.070475  0.49  0.22358
    6990000       0.022006  6.956467e-06        84.013685         0.113828        83.999826         0.069966  0.38  0.22264
    7000000       0.021854  6.978822e-06        84.049045         0.100716        84.003702         0.069555  0.54  0.21442
    7010000       0.021703  6.974313e-06        84.125906         0.140794        84.036314         0.069090  0.47  0.22559
    7020000       0.021554  6.962848e-06        84.007887         0.083736        83.975211         0.068736  0.35  0.21726
    7030000       0.021406  6.806551e-06        84.031356         0.081352        83.981544         0.068301  0.56  0.20914
    7040000       0.021261  6.968386e-06        84.076934         0.122330        83.996323         0.067865  0.46  0.22624
    7050000       0.021115  6.959623e-06        83.993915         0.091578        83.966536         0.067390  0.42  0.22639
    7060000       0.020971  6.930026e-06        84.004053         0.043207        83.992518         0.066901  0.53  0.21672
    7070000       0.020828  6.822837e-06        84.036789         0.083564        84.010269         0.066558  0.52  0.21879
    7080000       0.020686  6.943402e-06        84.134377         0.106511        84.070800         0.066127  0.36  0.21930
    7090000       0.020545  6.945405e-06        84.048745         0.092437        84.008908         0.065670  0.52  0.21879
    7100000       0.020405  6.945843e-06        84.007811         0.082409        84.014880         0.065105  0.55  0.21189
    7110000       0.020266  6.929329e-06        84.025151         0.080014        83.992634         0.064654  0.45  0.22664
    7120000       0.020127  6.957105e-06        83.993346         0.065366        83.972129         0.064182  0.35  0.21726
    7130000       0.019989  6.982545e-06        84.030824         0.093888        83.994274         0.063686  0.37  0.22109
    7140000       0.019853  6.839838e-06        84.014456         0.046902        84.004580         0.063386  0.50  0.22222
    7150000       0.019717  6.732934e-06        83.952972         0.064200        83.934179         0.062919  0.57  0.20616
    7160000       0.019582  6.990109e-06        84.020815         0.122203        83.949365         0.062449  0.47  0.22559
    7170000       0.019447  6.818542e-06        84.036041         0.124759        83.944765         0.062015  0.44  0.22680
    7180000       0.019314  6.901578e-06        83.977016         0.063884        83.973016         0.061603  0.38  0.22264
    7190000       0.019182  6.926076e-06        83.928705         0.057052        83.906767         0.061205  0.44  0.22680
    7200000       0.019051  6.903997e-06        83.988120         0.060892        83.951460         0.060852  0.47  0.22559
    7210000       0.018921  6.954347e-06        84.017793         0.073083        83.969246         0.060451  0.47  0.22559
    7220000       0.018792  6.013722e-06        83.983870         0.079118        83.952473         0.060018  0.48  0.22471
    7230000       0.018664  6.729094e-06        83.960236         0.071546        83.931919         0.059615  0.36  0.21930
    7240000       0.018537  6.835431e-06        83.971293         0.049414        83.965519         0.059161  0.45  0.22664
    7250000       0.018410  6.961245e-06        83.970253         0.083764        83.930171         0.058785  0.41  0.22582
    7260000       0.018284  6.967658e-06        84.014301         0.094062        83.944994         0.058345  0.41  0.22582
    7270000       0.018159  6.966270e-06        83.939239         0.083753        83.923725         0.057971  0.50  0.22222
    7280000       0.018035  6.871954e-06        83.932822         0.062829        83.925568         0.057576  0.48  0.22471
    7290000       0.017912  6.959448e-06        83.936611         0.076295        83.937878         0.057207  0.56  0.20914
    7300000       0.017790  6.899257e-06        83.955532         0.069409        83.935685         0.056888  0.46  0.22624
    7310000       0.017669  6.880383e-06        83.954065         0.089102        83.898992         0.056479  0.43  0.22671
    7320000       0.017549  6.896163e-06        83.934151         0.088281        83.904800         0.056052  0.44  0.22680
    7330000       0.017429  6.865671e-06        83.938935         0.045650        83.915737         0.055657  0.50  0.22222
    7340000       0.017311  6.915707e-06        83.936728         0.047819        83.905024         0.055396  0.42  0.22639
    7350000       0.017194  6.860282e-06        83.923874         0.078371        83.907268         0.055085  0.35  0.21726
    7360000       0.017077  6.905000e-06        83.961653         0.070311        83.927103         0.054658  0.53  0.21672
    7370000       0.016962  6.901298e-06        83.920088         0.053210        83.901284         0.054317  0.50  0.22222
    7380000       0.016847  6.893379e-06        83.910963         0.041806        83.891550         0.053938  0.49  0.22358
    7390000       0.016733  6.839237e-06        83.970148         0.096212        83.910428         0.053618  0.46  0.22624
    7400000       0.016620  6.679270e-06        83.884392         0.041343        83.893848         0.053218  0.38  0.22264
    7410000       0.016508  6.844581e-06        83.933856         0.060389        83.904946         0.052927  0.43  0.22671
    7420000       0.016396  6.893292e-06        83.934256         0.062362        83.919421         0.052507  0.43  0.22671
    7430000       0.016285  6.877267e-06        83.922619         0.063304        83.876158         0.052182  0.51  0.22062
    7440000       0.016175  6.872145e-06        83.910304         0.067710        83.885915         0.051810  0.38  0.22264
    7450000       0.016066  6.910242e-06        83.886432         0.054449        83.873168         0.051439  0.46  0.22624
    7460000       0.015957  6.902742e-06        83.899022         0.069911        83.900260         0.051035  0.36  0.21930
    7470000       0.015849  6.901784e-06        83.881059         0.026556        83.891818         0.050688  0.53  0.21672
    7480000       0.015741  6.930993e-06        83.914518         0.058467        83.895744         0.050336  0.54  0.21442
    7490000       0.015634  6.795312e-06        83.909720         0.052182        83.890637         0.049995  0.42  0.22639
    7500000       0.015528  6.659227e-06        83.887730         0.058129        83.880720         0.049733  0.50  0.22222
    7510000       0.015423  6.814673e-06        83.891221         0.061369        83.859565         0.049400  0.47  0.22559
    7520000       0.015319  6.867291e-06        83.903051         0.060940        83.861850         0.049119  0.52  0.21879
    7530000       0.015216  6.560485e-06        83.880767         0.076326        83.863126         0.048822  0.48  0.22471
    7540000       0.015114  6.858132e-06        83.927277         0.065250        83.879955         0.048500  0.38  0.22264
    7550000       0.015012  6.674931e-06        83.871334         0.049283        83.864352         0.048177  0.40  0.22500
    7560000       0.014911  6.824045e-06        83.882860         0.032361        83.879230         0.047871  0.43  0.22671
    7570000       0.014811  6.543964e-06        83.911598         0.070300        83.868500         0.047563  0.51  0.22062
    7580000       0.014712  6.706068e-06        83.867167         0.037095        83.856261         0.047253  0.49  0.22358
    7590000       0.014613  6.834172e-06        83.892411         0.091624        83.854745         0.046954  0.48  0.22471
    7600000       0.014515  6.118790e-06        83.913732         0.080577        83.860530         0.046638  0.48  0.22471
    7610000       0.014418  6.751766e-06        83.867025         0.053315        83.861101         0.046299  0.44  0.22680
    7620000       0.014321  6.814632e-06        83.884164         0.091846        83.859646         0.046056  0.50  0.22222
    7630000       0.014226  6.821095e-06        83.851037         0.041750        83.842681         0.045744  0.56  0.20914
    7640000       0.014131  6.816455e-06        83.890164         0.044140        83.893361         0.045449  0.35  0.21726
    7650000       0.014037  6.778790e-06        83.862564         0.049181        83.841151         0.045203  0.47  0.22559
    7660000       0.013944  5.620082e-06        83.884191         0.064586        83.850291         0.044936  0.46  0.22624
    7670000       0.013851  6.417628e-06        83.891689         0.058718        83.869316         0.044651  0.40  0.22500
    7680000       0.013759  6.485056e-06        83.894648         0.080656        83.857818         0.044357  0.50  0.22222
    7690000       0.013668  6.741223e-06        83.841131         0.049177        83.831582         0.044045  0.36  0.21930
    7700000       0.013577  6.592575e-06        83.857124         0.068408        83.840197         0.043754  0.42  0.22639
    7710000       0.013487  6.766499e-06        83.890179         0.057495        83.850319         0.043461  0.51  0.22062
    7720000       0.013398  6.769792e-06        83.873509         0.049306        83.848429         0.043128  0.43  0.22671
    7730000       0.013309  6.781497e-06        83.856008         0.059205        83.837937         0.042854  0.37  0.22109
    7740000       0.013220  6.744536e-06        83.877330         0.039034        83.874083         0.042540  0.47  0.22559
    7750000       0.013132  6.790772e-06        83.869707         0.032443        83.857242         0.042255  0.46  0.22624
    7760000       0.013044  6.788295e-06        83.841967         0.039698        83.845749         0.041952  0.49  0.22358
    7770000       0.012957  6.816680e-06        83.849417         0.048063        83.826308         0.041670  0.35  0.21726
    7780000       0.012871  6.703403e-06        83.888944         0.054252        83.852920         0.041432  0.46  0.22624
    7790000       0.012785  6.648978e-06        83.864127         0.064102        83.835390         0.041184  0.46  0.22624
    7800000       0.012700  6.802788e-06        83.846737         0.051756        83.836587         0.040866  0.49  0.22358
    7810000       0.012616  6.771229e-06        83.850743         0.055784        83.833384         0.040633  0.42  0.22639
    7820000       0.012532  6.766446e-06        83.856863         0.061624        83.830932         0.040407  0.35  0.21726
    7830000       0.012449  6.761661e-06        83.852458         0.050310        83.831760         0.040144  0.57  0.20616
    7840000       0.012367  6.224085e-06        83.874579         0.074946        83.827914         0.039907  0.52  0.21879
    7850000       0.012285  6.584710e-06        83.854286         0.038668        83.839449         0.039633  0.45  0.22664
    7860000       0.012204  6.723291e-06        83.871200         0.044510        83.849583         0.039375  0.54  0.21442
    7870000       0.012123  6.766276e-06        83.839042         0.040389        83.817417         0.039063  0.54  0.21442
    7880000       0.012042  6.728631e-06        83.843421         0.047458        83.825893         0.038844  0.51  0.22062
    7890000       0.011963  6.474529e-06        83.865635         0.071277        83.833563         0.038677  0.55  0.21189
    7900000       0.011884  6.719087e-06        83.871493         0.055214        83.839246         0.038408  0.43  0.22671
    7910000       0.011806  6.632698e-06        83.849787         0.044828        83.835944         0.038159  0.41  0.22582
    7920000       0.011729  6.685541e-06        83.855185         0.031953        83.837433         0.037968  0.41  0.22582
    7930000       0.011652  6.668870e-06        83.826418         0.037942        83.815457         0.037742  0.44  0.22680
    7940000       0.011576  6.386153e-06        83.823259         0.038727        83.809125         0.037478  0.47  0.22559
    7950000       0.011500  6.460491e-06        83.813163         0.045860        83.811171         0.037235  0.39  0.22394
    7960000       0.011425  6.444932e-06        83.822585         0.031568        83.818405         0.036992  0.48  0.22471
    7970000       0.011350  6.482750e-06        83.825877         0.058112        83.807068         0.036781  0.36  0.21930
    7980000       0.011276  6.397534e-06        83.833245         0.072523        83.814361         0.036484  0.43  0.22671
    7990000       0.011202  6.560621e-06        83.815822         0.031930        83.819551         0.036243  0.33  0.21247
    8000000       0.011128  6.639509e-06        83.829788         0.043570        83.807643         0.036043  0.52  0.21879
    8010000       0.011055  6.633772e-06        83.806131         0.033602        83.795689         0.035785  0.45  0.22664
    8020000       0.010983  6.633381e-06        83.819578         0.040106        83.817823         0.035584  0.39  0.22394
    8030000       0.010911  6.637959e-06        83.837859         0.039422        83.820965         0.035343  0.32  0.20971
    8040000       0.010840  6.650539e-06        83.864541         0.048152        83.831985         0.035144  0.42  0.22639
    8050000       0.010769  6.601288e-06        83.843621         0.054347        83.819021         0.034918  0.48  0.22471
    8060000       0.010699  6.233846e-06        83.792817         0.032590        83.815684         0.034658  0.39  0.22394
    8070000       0.010629  6.572023e-06        83.825998         0.041815        83.820520         0.034460  0.40  0.22500
    8080000       0.010560  6.409501e-06        83.828691         0.052563        83.801137         0.034255  0.47  0.22559
    8090000       0.010491  6.483525e-06        83.807423         0.029231        83.805436         0.034020  0.45  0.22664
    8100000       0.010423  6.580871e-06        83.807859         0.040745        83.798091         0.033829  0.39  0.22394
    8110000       0.010355  6.453077e-06        83.827153         0.043409        83.821180         0.033609  0.38  0.22264
    8120000       0.010288  6.507868e-06        83.829636         0.045768        83.794703         0.033376  0.47  0.22559
    8130000       0.010221  6.497858e-06        83.814979         0.060554        83.795580         0.033177  0.49  0.22358
    8140000       0.010154  6.461126e-06        83.811895         0.031423        83.799301         0.032967  0.52  0.21879
    8150000       0.010089  6.587731e-06        83.807398         0.026167        83.792395         0.032773  0.45  0.22664
    8160000       0.010023  6.597209e-06        83.812585         0.028792        83.795165         0.032572  0.51  0.22062
    8170000       0.009958  6.524099e-06        83.822272         0.051316        83.787396         0.032347  0.57  0.20616
    8180000       0.009894  6.306799e-06        83.801837         0.049381        83.772970         0.032167  0.49  0.22358
    8190000       0.009830  5.924348e-06        83.796591         0.022033        83.784975         0.031952  0.45  0.22664
    8200000       0.009767  6.548747e-06        83.819933         0.053353        83.785612         0.031738  0.50  0.22222
    8210000       0.009703  6.634839e-06        83.804761         0.041999        83.788508         0.031487  0.46  0.22624
    8220000       0.009640  6.605258e-06        83.811893         0.027280        83.802973         0.031287  0.37  0.22109
    8230000       0.009578  6.411848e-06        83.808739         0.049700        83.778752         0.031065  0.43  0.22671
    8240000       0.009515  6.388765e-06        83.806803         0.055921        83.785004         0.030802  0.49  0.22358
    8250000       0.009453  6.662847e-06        83.799079         0.049119        83.781683         0.030636  0.47  0.22559
    8260000       0.009391  6.512368e-06        83.778626         0.022866        83.772485         0.030460  0.30  0.20346
    8270000       0.009330  6.613464e-06        83.783899         0.043945        83.780293         0.030269  0.50  0.22222
    8280000       0.009269  6.512139e-06        83.799515         0.037538        83.777141         0.030084  0.36  0.21930
    8290000       0.009209  6.613911e-06        83.805145         0.040071        83.781296         0.029895  0.41  0.22582
    8300000       0.009150  6.486635e-06        83.779947         0.029676        83.762344         0.029734  0.46  0.22624
    8310000       0.009090  6.454168e-06        83.801187         0.053225        83.773360         0.029574  0.46  0.22624
    8320000       0.009032  6.157028e-06        83.791025         0.031497        83.780925         0.029405  0.54  0.21442
    8330000       0.008974  6.498020e-06        83.777097         0.037326        83.759980         0.029237  0.43  0.22671
    8340000       0.008916  6.523859e-06        83.788865         0.045276        83.763480         0.029076  0.44  0.22680
    8350000       0.008859  6.430525e-06        83.772052         0.021544        83.768262         0.028873  0.46  0.22624
    8360000       0.008802  6.558255e-06        83.797191         0.043134        83.763082         0.028670  0.51  0.22062
    8370000       0.008745  6.533837e-06        83.753496         0.026076        83.757940         0.028511  0.36  0.21930
    8380000       0.008689  6.517908e-06        83.780656         0.037140        83.767798         0.028345  0.45  0.22664
    8390000       0.008634  6.446105e-06        83.752403         0.031974        83.772158         0.028172  0.43  0.22671
    8400000       0.008579  6.514627e-06        83.774717         0.026095        83.771040         0.027961  0.46  0.22624
    8410000       0.008524  6.487669e-06        83.759576         0.031559        83.763751         0.027854  0.44  0.22680
    8420000       0.008469  6.504090e-06        83.768823         0.039901        83.757338         0.027667  0.44  0.22680
    8430000       0.008416  6.471374e-06        83.756591         0.032118        83.755737         0.027534  0.41  0.22582
    8440000       0.008362  6.195482e-06        83.785693         0.027822        83.773006         0.027371  0.57  0.20616
    8450000       0.008309  6.388345e-06        83.785729         0.056453        83.762076         0.027194  0.51  0.22062
    8460000       0.008256  6.371505e-06        83.785225         0.033274        83.767050         0.026993  0.53  0.21672
    8470000       0.008204  6.487125e-06        83.798653         0.039515        83.767560         0.026803  0.53  0.21672
    8480000       0.008151  6.478789e-06        83.771583         0.027593        83.766406         0.026618  0.47  0.22559
    8490000       0.008100  6.497429e-06        83.790586         0.044301        83.769353         0.026471  0.57  0.20616
    8500000       0.008048  6.326753e-06        83.789138         0.047853        83.757344         0.026312  0.48  0.22471
    8510000       0.007997  6.448204e-06        83.775793         0.032337        83.759305         0.026120  0.52  0.21879
    8520000       0.007946  6.322692e-06        83.783607         0.041809        83.747858         0.025965  0.53  0.21672
    8530000       0.007895  5.900817e-06        83.774284         0.033786        83.746746         0.025811  0.36  0.21930
    8540000       0.007845  6.078879e-06        83.780918         0.043417        83.753362         0.025650  0.51  0.22062
    8550000       0.007795  6.485806e-06        83.760162         0.029782        83.752263         0.025470  0.51  0.22062
    8560000       0.007745  6.290019e-06        83.784364         0.039282        83.753457         0.025303  0.50  0.22222
    8570000       0.007696  6.423544e-06        83.772793         0.038114        83.746107         0.025128  0.49  0.22358
    8580000       0.007647  6.428804e-06        83.758503         0.033778        83.748075         0.024974  0.61  0.19208
    8590000       0.007598  6.178330e-06        83.748638         0.039380        83.737614         0.024806  0.41  0.22582
    8600000       0.007550  6.219078e-06        83.750628         0.037206        83.731394         0.024659  0.42  0.22639
    8610000       0.007501  6.496902e-06        83.745708         0.020367        83.733949         0.024510  0.42  0.22639
    8620000       0.007454  6.476350e-06        83.772600         0.037550        83.743722         0.024372  0.53  0.21672
    8630000       0.007406  6.388549e-06        83.758052         0.034329        83.739360         0.024227  0.52  0.21879
    8640000       0.007359  6.431890e-06        83.757998         0.035606        83.738577         0.024031  0.39  0.22394
    8650000       0.007312  6.299438e-06        83.742302         0.021841        83.742088         0.023876  0.40  0.22500
    8660000       0.007266  6.353832e-06        83.757600         0.027335        83.746996         0.023703  0.43  0.22671
    8670000       0.007219  6.485820e-06        83.756350         0.039220        83.744136         0.023544  0.43  0.22671
    8680000       0.007173  6.510267e-06        83.759596         0.024261        83.744335         0.023407  0.54  0.21442
    8690000       0.007127  6.473526e-06        83.776946         0.036742        83.757062         0.023287  0.50  0.22222
    8700000       0.007082  6.488651e-06        83.761022         0.026061        83.748452         0.023152  0.45  0.22664
    8710000       0.007037  6.411886e-06        83.753849         0.028628        83.742086         0.022989  0.44  0.22680
    8720000       0.006992  6.396933e-06        83.775765         0.041345        83.751378         0.022828  0.46  0.22624
    8730000       0.006947  6.428902e-06        83.751415         0.018151        83.743862         0.022676  0.57  0.20616
    8740000       0.006903  6.215082e-06        83.758341         0.044838        83.732421         0.022491  0.37  0.22109
    8750000       0.006858  6.553410e-06        83.741655         0.022605        83.729640         0.022350  0.51  0.22062
    8760000       0.006814  6.420453e-06        83.748946         0.023423        83.742050         0.022207  0.48  0.22471
    8770000       0.006771  6.411004e-06        83.756066         0.023795        83.741340         0.022076  0.59  0.19955
    8780000       0.006727  5.776435e-06        83.752142         0.025695        83.734988         0.021909  0.49  0.22358
    8790000       0.006684  6.522116e-06        83.756662         0.023286        83.747498         0.021758  0.48  0.22471
    8800000       0.006641  6.395828e-06        83.764401         0.041507        83.743799         0.021633  0.44  0.22680
    8810000       0.006598  6.347678e-06        83.748694         0.013789        83.741451         0.021489  0.51  0.22062
    8820000       0.006556  6.346496e-06        83.724000         0.023436        83.725464         0.021353  0.49  0.22358
    8830000       0.006514  6.502022e-06        83.740221         0.018478        83.733418         0.021244  0.40  0.22500
    8840000       0.006472  6.494593e-06        83.750322         0.036352        83.731570         0.021124  0.45  0.22664
    8850000       0.006431  6.515927e-06        83.738692         0.025068        83.724499         0.020994  0.49  0.22358
    8860000       0.006390  6.423264e-06        83.756643         0.034899        83.739699         0.020863  0.49  0.22358
